,OR,2.5%,97.5%
Intercept,1.6198655393655546,1.0305012724838225,2.5462990058221897
C(season)[T.1],0.6987365848573802,0.48907232277642726,0.9982834690920422
seconds_after_rat_arrival,1.000303979446602,0.9997531278775164,1.0008551345280676
hours_after_sunset,0.9490824956654131,0.8987307492863894,1.0022552185887807
